duration_seconds_int,comments,city,date_posted,longitude,state,duration_seconds,duration_hours,id,shape,datetime,latitude,country
60,cluster of 10-12 randomly flashing&#44 multi-colored lights,benbrook,2011-05-29,-97.4602778,tx,60,1 minute,44347,other,2011-05-25 03:30:00.000000,32.6730556,us
480,Between 6:32-6:45 PM on clear blue sky noticed white &quot;ball-shape&quot; object high in sky moving eastward as nearby airline headed west.,el paso,2013-06-02,-106.4863889,tx,480,5-8 minutes,44369,sphere,2013-05-25 18:40:00.000000,31.7586111,us
10,Large bright red orange fireball in sky emits two smaller fireballs then disappears.,porter,2013-06-02,-95.2294444,tx,10,5-10 seconds,44371,fireball,2013-05-25 20:15:00.000000,30.1022222,us
1800,Object high in the sky&#44 above jet flying zones&#44 moving in tiny loops and forward and quickly in reverse.,wimberley,2002-06-12,-98.0983333,tx,1800,30 minutes,44422,unknown,2002-05-26 21:00:00.000000,29.9972222,us
600,The only dissapointment of it all is i DIDDNT have my camcorder on me.,san antonio,2003-06-03,-98.4933333,tx,600,10 min,44428,triangle,2003-05-26 20:30:00.000000,29.4238889,us
3,A star like object moving up and down rapidly and disappeared in the sky,arlington,2010-06-03,-97.1077778,tx,3,3 seconds,44484,light,2010-05-26 23:45:00.000000,32.7355556,us
600,Houston Fireball Triangle,houston,2012-05-29,-95.3630556,tx,600,10 minutes,44508,fireball,2012-05-26 22:55:00.000000,29.7630556,us
3,Spherical object abour 4 ft.wide resembling a Beach Ball with an Orange internal light.,galveston,2013-06-02,-94.7975,tx,3,3 seconds,44545,sphere,2013-05-26 22:10:00.000000,29.3011111,us
300,Triangle object flying over my house in South Texas.,sullivan city,2013-06-02,-98.5633333,tx,300,3-5 minutes,44556,triangle,2013-05-26 23:25:00.000000,26.2772222,us
300,At about 24:35 my friends and I were traveling to Laguna Park on Highway 56&#44 when we saw an odd looking aircraft hovering above at abou,laguna park,1999-01-28,-97.3794444,tx,300,5 minutes,44565,cigar,1997-05-27 00:35:00.000000,31.8591667,us
10,There was a bright emerald flying large object that sped across the sky in front of my vehicle and vanished as quickly as it appeared.,comanche (southeast of),2006-07-16,-98.6033333,tx,10,10 seconds,44619,unknown,2006-05-27 23:00:00.000000,31.8972222,us
2700,Bright ball of light seen in evening sky in West Texas.  ((NUFORC Note:  Venus sighting?  PD)),spur,2007-06-12,-100.8552778,tx,2700,45+ min,44624,light,2007-05-27 20:15:00.000000,33.4763889,us
60,Large&#44 red rectangle hovers over parking lot in Garland TX.,garland,2008-06-12,-96.6386111,tx,60,1 minute,44627,rectangle,2008-05-27 07:00:00.000000,32.9125000,us
30,Triangular blueish lights seen over El Paso&#44 TX.,el paso,2009-06-09,-106.4863889,tx,30,30 sec,44643,triangle,2009-05-27 23:00:00.000000,31.7586111,us
10,Star like UFO moving then climbed out of sight.,port neches,2013-06-02,-93.9583333,tx,10,10 seconds,44691,light,2013-05-27 22:00:00.000000,29.9911111,us
600,Bright white elongated light in western sky over Decatur Texas.,decatur,2000-06-06,-97.5858333,tx,600,10 min.,44716,changing,2000-05-28 20:30:00.000000,33.2341667,us
600,Object with red/green/white light flew over Montgomery County&#44 Tx.&#44 moving south to north...on 5/28/00,spring (north harris co.),2000-06-06,-95.4169444,tx,600,10 minutes,44717,unknown,2000-05-28 21:15:00.000000,30.0797222,us
60,Bright blue sphere&#44 hovered then darted east and disappeared.,adkins,2006-07-16,-98.2369444,tx,60,1 min,44762,sphere,2006-05-28 23:30:00.000000,29.3927778,us
180,Disk or Saucer moving south to north in Dallas&#44 Texas.,dallas,2008-06-12,-96.8,tx,180,2 - 3 minutes,44777,disk,2008-05-28 17:30:00.000000,32.7833333,us
120,A series of light about 13-15&#44 they all were the size of a star...... flying over Dallas on 5.28.2009 at 11.50 pm,dallas,2009-06-09,-96.8,tx,120,1-2 minutes,44796,unknown,2009-05-28 23:50:00.000000,32.7833333,us
300,Rectangular object flying low&#44 slow with red light flashing.,snyder (30 west of),2011-06-03,-100.9172222,tx,300,5 min,44806,rectangle,2011-05-28 04:30:00.000000,32.7177778,us
3600,My Dad was a radar specialist.,el paso,2002-02-22,-106.4863889,tx,3600,1 hour,44853,light,1967-05-29 21:00:00.000000,31.7586111,us
7,While inbound on Amer. Airlines Flt. 1409 from Atlanta to Dallas&#44 just north of Dallas&#44 @4&#44000 feet&#44 I saw a small disk like object 2&#39x,dallas,1998-06-18,-96.8,tx,7,6-7 seconds,44869,disk,1998-05-29 04:45:00.000000,32.7833333,us
50,Orbital Sighting Not Satellite or Meteor,san antonio,2003-06-10,-98.4933333,tx,50,50 sec,44898,light,2003-05-29 21:06:00.000000,29.4238889,us
4,Blinking/fast moving light in clear sky,round rock,2003-06-03,-97.6786111,tx,4,4 sec,44900,light,2003-05-29 22:00:00.000000,30.5080556,us
20,05/29/2008 bule light headed SE. around 23:00 - 23:30,houston,2008-06-12,-95.3630556,tx,20,20 sec,44940,sphere,2008-05-29 21:00:00.000000,29.7630556,us
300,Strange Orb above El Paso.,el paso,2011-06-03,-106.4863889,tx,300,less than 5 min,44969,oval,2011-05-29 00:00:00.000000,31.7586111,us
180,Black slightly transparent rectangular UFO in Rockwall&#44 Texas.,rockwall,2011-06-03,-96.4594444,tx,180,3 minutes,44973,rectangle,2011-05-29 12:00:00.000000,32.9311111,us
600,THE OBJECT APPEARED TO COME DIRECTLY TO MY HOUSE&#44 THEN  LEFT WITH FAST ZIG ZAG SPEED BACK TO SPACE.,garland,2003-10-31,-96.6386111,tx,600,approx. 10 min,45006,disk,1962-05-30 20:00:00.000000,32.9125000,us
900,15 minute event&#44 daytime&#44 partly cloudy&#44 5/30/1999&#44 El Paso&#44 Texas&#44 1:15P.M.,el paso,2000-04-01,-106.4863889,tx,900,15min,45021,sphere,1999-05-30 13:10:00.000000,31.7586111,us
60,Small&#44 off metallic orange saucer,nolanville,2013-09-30,-97.6052778,tx,60,1 minute,45065,disk,2005-05-30 13:00:00.000000,31.0786111,us
2700,Tonight I and my little girl saw what appeared to be flying orbs of light over Houston. The direction of each craft was had no apparent,houston,2008-06-12,-95.3630556,tx,2700,45 min,45088,sphere,2008-05-30 21:30:00.000000,29.7630556,us
8,bright light in the sky,cheek,2008-06-12,-94.2025,tx,8,8 sec.,45090,light,2008-05-30 23:00:00.000000,29.9833333,us
180,This is the same craft I saw about 2 weeks ago (bright light in west sky&#44 traveling west to east&#44 altitude 12000 or less&#44 travels no no,three rivers,2009-06-09,-98.1822222,tx,180,3minutes,45108,light,2009-05-30 22:00:00.000000,28.4600000,us
120,Looked as if a door opened and closed and something left that location then dissapeared,wills point,2011-06-12,-96.0080556,tx,120,2 minutes,45127,unknown,2011-05-30 21:45:00.000000,32.7091667,us
600,light s over austin texas 05/30/2011 have pics too,austin,2011-06-03,-97.7427778,tx,600,10 mins,45128,light,2011-05-30 22:00:00.000000,30.2669444,us
15,Three lights moving at the same rate of speed from west to east across the sky while dancing around each other.  the lights moved about,the woodlands,2012-06-05,-95.4891667,tx,15,10-15 seconds,45139,formation,2012-05-30 22:30:00.000000,30.1577778,us
300,Four lights maneuvering high in the sky and departing a a high rate of speed.,irving,2002-06-12,-96.9486111,tx,300,5 minutes,45178,formation,2002-05-31 22:00:00.000000,32.8138889,us
3600,Loud persistent humming accompanied by shape of light with no source creating the light.,ben wheeler,2006-07-16,-95.7036111,tx,3600,1hr,45207,light,2005-05-31 02:00:00.000000,32.4458333,us
180,Translucent UFO Triangle over Texas/Oaklahoma.  ((NUFORC Note:  Possible sighting of U. S. Navy NOSS satellites??  PD)),lake texoma,2008-06-12,-96.674504,tx,180,3 minutes,45238,triangle,2008-05-31 23:30:00.000000,33.89468,
1800,100+ solid white objects/lights traveling SE to NW at 500-1500 feet overhead.,austin,2013-07-03,-97.7427778,tx,1800,30 minutes,45287,sphere,2013-05-31 22:00:00.000000,30.2669444,us
1800,We we saw was unexplainable&#44 but amazing and scary at the same time.,hudson bend,2013-06-02,-97.9288889,tx,1800,30 minutes,45288,unknown,2013-05-31 22:00:00.000000,30.4169444,us
10,Through telescope&#44observed amoeba or translucent object containing lights of blue red and white.Seemed distorted though could not see t,stafford,1999-01-28,-95.5575,tx,10,10 seconds,45302,other,1997-05-03 21:03:00.000000,29.6158333,us
3,I was standing outside of a friends house. Looking above a house on the horizon. In the sky I saw a light which resembled a star. It wa,san antonio,2002-06-12,-98.4933333,tx,3,3 seconds,45319,light,2002-05-03 00:00:00.000000,29.4238889,us
300,I saw a black  oval shaped craft hovering over a pasture and flashing lights near my home.,north richland hills (smithfield area),2003-05-09,-97.2286111,tx,300,5 minutes,45324,oval,2003-05-03 03:30:00.000000,32.8341667,us
90,Me and a friend saw a shpere shape craft lingering near the power lines and when we got closer it began to withdraw.,mcallen,2004-05-10,-98.2297222,tx,90,1.5 min,45339,sphere,2004-05-03 21:45:00.000000,26.2030556,us
20,Colored spheres fly over Houston Texas&#33,houston,2006-07-16,-95.3630556,tx,20,20 sec,45351,sphere,2006-05-03 22:00:00.000000,29.7630556,us
600,Three reputable witnesses see UFO over west Texas.,alpine,2008-08-12,-103.6605556,tx,600,ten minutes,45369,light,2008-05-03 21:20:00.000000,30.3583333,us
600,We watched an impossibly fast and agile object maneuvering in orbit for about ten minutes through night vision goggles.,fort davis,2009-08-05,-103.8941667,tx,600,10 minutes,45372,unknown,2008-05-03 22:00:00.000000,30.5880556,us
3,white shining light over Houston&#44TX,houston,2011-05-12,-95.3630556,tx,3,3secs,45394,unknown,2011-05-03 12:30:00.000000,29.7630556,us
300,Fireballs sighted near Lake Brownwood Texas,brownwood,2012-08-05,-98.9908333,tx,300,1-5 minutes,45409,fireball,2012-05-03 21:00:00.000000,31.7091667,us
1800,20+ glowing orbs seen over 30 minute period in eastern horizon,spring,2014-05-08,-95.4169444,tx,1800,30 minutes,45442,sphere,2014-05-03 20:54:00.000000,30.0797222,us
6,Beautiful night me and my wife were going to sit out back to enjoy the night as I opened the back door I looked up and saw a large tria,mckinney,2014-05-08,-96.615,tx,6,5-6 seconds,45459,triangle,2014-05-03 23:11:00.000000,33.1975000,us
900,At Possum Kingdom Lake (Graford&#44 Tx) my wife and I spotted several star like objects moving across the sky in strange fashion.  I am po,graford,1999-01-28,-98.2466667,tx,900,15 mins,45466,light,1996-05-04 21:45:00.000000,32.9375000,us
10,A diamond shaped formation of black shiny diamond shaped objects in the middle of the day with no noise.,deweyville,2002-01-11,-93.7433333,tx,10,10 seconds,45476,diamond,2000-05-04 12:00:00.000000,30.2975000,us
480,Saw a bright hovering light near the Transco Tower.,houston,2000-05-11,-95.3630556,tx,480,8 minutes,45482,triangle,2000-05-04 23:40:00.000000,29.7630556,us
10,Strange group of 10 black ufos videotaped in broad daylight doing impoossible manuevers,san saba,2003-05-09,-98.7177778,tx,10,10 seconds,45497,formation,2003-05-04 13:00:00.000000,31.1955556,us
20,It was shaped funny and vannished.,granbury,2004-05-10,-97.7938889,tx,20,20 secs,45505,other,2004-05-04 14:23:00.000000,32.4419444,us
300,Bright light moving steady across the sky from horizon to horizon.,beckville,2005-05-11,-94.4552778,tx,300,apx. 4-5 min,45511,light,2005-05-04 21:35:00.000000,32.2427778,us
1200,&quot;dog fight&#39 between stars,el paso,2006-05-15,-106.4863889,tx,1200,15-20 mins,45521,other,2006-05-04 22:10:00.000000,31.7586111,us
5,Gaseous object with 4 bright lights speeds across sky over Lake Jackson&#44 TX.,lake jackson,2008-06-12,-95.4341667,tx,5,5 seconds,45530,other,2008-05-04 00:00:00.000000,29.0336111,us
30,I walked out on my porch to look through my new telescope. As I was putting it together I looked up to see where the moon was so I coul,dallas,2008-06-12,-96.8,tx,30,15-30 seconds,45536,diamond,2008-05-04 22:00:00.000000,32.7833333,us
5400,Circular objects with very bright hallow ((sic.  Halos)) aroung them,pierce,2010-05-12,-96.1997222,tx,5400,1 hour 30 minutes,45541,light,2010-05-04 21:00:00.000000,29.2388889,us
45,3 unknown objects in the skies of west Texas,san angelo,2010-05-12,-100.4366667,tx,45,approx 45 sec,45542,unknown,2010-05-04 21:08:00.000000,31.4636111,us
45,Seven circular balls of white to orange light&#39s taking on to different spectacular flying formations in the sky.,santa fe,2012-05-13,-95.1055556,tx,45,45 seconds,45568,circle,2012-05-04 22:25:00.000000,29.3777778,us
10,Triangle ufo over austin tx. 9:35 pm may 4th .,austin,2013-05-15,-97.7427778,tx,10,10 seconds,45594,triangle,2013-05-04 21:35:00.000000,30.2669444,us
600,Small objects with fire-like glow flying at low elevation&#44 like balloons without gondolas.,montgomery,2013-05-15,-95.6961111,tx,600,10 minutes,45601,circle,2013-05-04 22:00:00.000000,30.3880556,us
6,UFO over austin.  i just saw a 2nd batch but they were all together the 1st were a triangle&#44,austin,2013-05-15,-97.7427778,tx,6,6 seconds?,45610,other,2013-05-04 23:50:00.000000,30.2669444,us
2,A friend and I were at Running Bear Park and I witnessed one fiery object falling from the sky behind the trees. Unfortunately&#44 my frie,irving,2014-05-08,-96.9486111,tx,2,2 seconds,45612,fireball,2014-05-04 00:00:00.000000,32.8138889,us
5,Sometime in either 1972 or 1973 my grandfather and i were outside sitting down in hico texas when a white saucer type vehicle  flew ver,hico,2012-03-13,-98.0333333,tx,5,5 seconds,45629,disk,1972-05-05 03:00:00.000000,31.9827778,us
1200,Strange craft follows car into town&#44 later family member see same craft.,kerrville,2002-08-16,-99.14,tx,1200,20 minutes,45635,diamond,1979-05-05 20:30:00.000000,30.0472222,us
20,A red and orange ball of light above the trees.,riverside,2007-06-12,-95.4033333,tx,20,15-20 seconds,45638,circle,1983-05-05 19:45:00.000000,30.8527778,us
15,Several lights appeared in the Northwestern sky.,austin,1999-01-28,-97.7427778,tx,15,15sec,45660,light,1997-05-05 19:00:00.000000,30.2669444,us
45,bright lights in formation in sky near Austin&#44 TX,bee caves,2007-04-27,-97.952377,tx,45,45 seconds,45661,other,1997-05-05 19:00:00.000000,30.306098,
180,Large black Rectangle hovering over radio towers just south of Georgetown and north of Round Rock,round rock/georgetown,2001-08-20,-97.671427,tx,180,about 3 minutes,45664,rectangle,1997-05-05 20:30:00.000000,30.52082,
20,Massive object passing over house,laredo,2005-05-24,-99.5072222,tx,20,20 seconds,45685,triangle,2002-05-05 01:00:00.000000,27.5061111,us
1200,There was a bottled-shaped&#44 bright bluish/violet craft that came down and hovered above us before circling us and flying away.,sachse,2002-05-14,-96.595,tx,1200,20 minutes,45686,other,2002-05-05 01:20:00.000000,32.9761111,us
240,slow moving bright lightb,bertram,2010-05-12,-98.0552778,tx,240,4 mins,45766,light,2010-05-05 05:24:00.000000,30.7436111,us
720,Very Bright blinking light in sky&#44 brightest light I have ever seen.,allen,2010-05-12,-96.6702778,tx,720,12 min,45767,light,2010-05-05 06:00:00.000000,33.1030556,us
20,Hovering&#44 illuminated&#44 white oval gradually disappears,ovalo,2012-08-05,-99.8075,tx,20,15-20 second,45779,oval,2011-05-05 19:30:00.000000,32.1727778,us
15,Bright bluish/white light&#44 upon extinguishing reveals tiny dark red and dark green lights&#44 high altitude&#44 silent,hockley,2011-05-29,-95.8441667,tx,15,15 seconds,45785,light,2011-05-05 21:50:00.000000,30.0266667,us
45,Large triangle over head&#44 white lights in corners&#44 big and fast.,wylie,2013-05-15,-96.5386111,tx,45,30-45 seconds,45832,triangle,2013-05-05 21:30:00.000000,33.0150000,us
10,V shaped craft flew over in and out of clouds clearly visible that the lights were on one craft. 7 lights total with two out on a side.,austin,2013-05-15,-97.7427778,tx,10,10 seconds,45834,triangle,2013-05-05 22:00:00.000000,30.2669444,us
20,Saw a UFO before my daily run.,el paso,2003-02-25,-106.4863889,tx,20,15 to 20  seconds,45856,disk,1987-05-06 18:15:00.000000,31.7586111,us
600,Objects make transfer in night skies ?,clarksville,2004-06-04,-95.0525,tx,600,10 minutes,45912,sphere,2004-05-06 21:00:00.000000,33.6105556,us
300,Strange hovering object with strobing light and air force jet on pusuite,plano,2007-06-12,-96.6986111,tx,300,5 min.,45948,rectangle,2007-05-06 22:30:00.000000,33.0197222,us
180,Strafe objects and lights over house,princeton,2013-05-15,-96.4977778,tx,180,3 minutes,45993,teardrop,2013-05-06 00:00:00.000000,33.1800000,us
60,1978 Ufo Grand Prairie Century 4 drive In.,grand prairie,2007-03-08,-96.9975,tx,60,1 minute,46018,triangle,1978-05-07 21:50:00.000000,32.7458333,us
30,three blimp like objects glided in front of our car and disappeared into the trees.,houston,2004-06-18,-95.3630556,tx,30,30 seconds,46072,other,2004-05-07 22:00:00.000000,29.7630556,us
900,wierd things in san antonio,san antonio,2004-05-10,-98.4933333,tx,900,15 minutes,46074,light,2004-05-07 23:45:00.000000,29.4238889,us
900,unidentifiable lights,mansfield,2008-06-12,-97.1413889,tx,900,15 minutes,46114,light,2008-05-07 23:00:00.000000,32.5630556,us
600,Hovering white circle&#44 half the size of the full moon explodes without sound shoots up into the stars and vanishes.,marble falls,2003-12-09,-98.2725,tx,600,10 minutes,46173,circle,1987-05-08 00:00:00.000000,30.5780556,us
600,Huge UFO over Fort Worth may 8&#44 2012,fort worth,2012-05-13,-97.3205556,tx,600,10 minutes,46301,disk,2012-05-08 23:00:00.000000,32.7252778,us
180,Sighting over Lubbock,lubbock,2013-05-15,-101.8547222,tx,180,3 minutes,46309,light,2013-05-08 22:00:00.000000,33.5777778,us
90,Young couple witness small light&#44 &quot;like star&#44&quot; pass across sky to E&#44 suddenly disappear.  Obj. moved up&#44 accel.&#44 trned L&#44 streaked off.,mansfield,1999-11-02,-97.1413889,tx,90,90 sec.,46326,,1996-05-09 20:20:00.000000,32.5630556,us
240,we saw what looked like stars exactly&#44 but were moving&#44 very high&#44 fast and slow&#44 eratic movememts&#44 backwards&#44 zig zag. no way were air,salado,2000-05-11,-97.5383333,tx,240,4 minutes,46339,other,2000-05-09 21:30:00.000000,30.9469444,us
2,Long line of green rectangular lights in the hills of southwest Austin,austin,2005-11-08,-97.7427778,tx,2,a few seconds,46373,cigar,2005-05-09 22:20:00.000000,30.2669444,us
60,A greenish light lit up the whole area.,carrollton,2008-06-12,-96.89,tx,60,1 minute,46455,,1961-06-10 19:30:00.000000,32.9536111,us
900,2 objects dock -stay together 10 minutes then seperate in different directions -gain altitude until out of sight,el paso,2005-12-16,-106.4863889,tx,900,15 minutes,46460,light,1967-06-10 19:00:00.000000,31.7586111,us
300,Very high daylight disc moving south to north&#44 with no deviation of course or altitude or speed.,merkel,2000-12-20,-100.0125,tx,300,5 minutes,46478,disk,1974-06-10 14:30:00.000000,32.4705556,us
3600,I cannot swear this was a UFO&#44 but would like to compare our &quot;sighting&quot; with others to see what they think.,rockdale,2000-12-02,-97.0011111,tx,3600,1 hour,46482,other,1975-06-10 20:00:00.000000,30.6552778,us
600,Transparent saucer followed by F-4  Phantoms.  ((NUFORC Note:  May not be a serious report.  PD)),kingsville (south of),2005-12-16,-97.8558333,tx,600,10 min,46485,disk,1977-06-10 15:00:00.000000,27.5155556,us
2,Astonishingly fast moving light.,tennyson,2013-07-05,-100.2858333,tx,2,1-2 seconds,46490,flash,1978-06-10 13:00:00.000000,31.7416667,us
600,it had about 6-8 red rights along the wings&#44 no movement (stationary in one spot)above apt complex&#44 look like a stealth bomber but larg,houston,1999-06-23,-95.3630556,tx,600,10 min,46510,chevron,1992-06-10 23:00:00.000000,29.7630556,us
15,Man &amp; wife&#44 2 hours&#39 drive W of El Paso on Hwy 10&#44 witness black&#44 round object just above ground.  Obj. rises&#44 goes behind hill&#33,el paso,1999-11-02,-106.4863889,tx,15,15 sec.,46512,,1995-06-10 18:00:00.000000,31.7586111,us
5,Strange object and light,amarillo,2006-07-16,-101.8308333,tx,5,3-5 seconds,46610,unknown,2006-06-10 23:45:00.000000,35.2219444,us
120,Steady&#44 bright white light in sky over Waco&#44 TX,waco,2007-06-12,-97.1463889,tx,120,1-2 minutes,46624,light,2007-06-10 22:41:00.000000,31.5491667,us
240,I was out in my field again by our redneck clubhouse&#44 and I looked up to see a bright&#44 bright spherical object. It was clear sky&#39s and,honey grove,2008-07-05,-95.9097222,tx,240,about 4minutes,46630,sphere,2008-06-10 09:15:00.000000,33.5833333,us
60,Bright White light seen moving across Houston nighttime skies.,houston,2008-06-12,-95.3630556,tx,60,one minute,46633,light,2008-06-10 20:30:00.000000,29.7630556,us
60,Pulsating star looking light moving fast and steady.,austin,2008-06-12,-97.7427778,tx,60,less than 1 minute,46640,light,2008-06-10 22:30:00.000000,30.2669444,us
300,Triangular craft descends alarmingly low over TX,red oak,2011-06-12,-96.8041667,tx,300,5 minutes,46671,triangle,2011-06-10 21:00:00.000000,32.5175000,us
20,I watched it until it flew out of sight over San Antonio.,san antonio,2013-07-03,-98.4933333,tx,20,20 seconds,46697,disk,2013-06-10 01:00:00.000000,29.4238889,us
2400,Object passed over&#44 caused vehicle power failure and animal agitation,houston (outside of),2005-05-11,-95.3630556,tx,2400,40 min.,46714,triangle,1985-06-11 22:30:00.000000,29.7630556,us
360,Prof. photographer &amp; nearby golfers witness bizarre&#44 cigar-shaped obj.&#44 w/ metallic appearance&#44 in sky.  5 min. of video.,cleburne,1999-11-02,-97.3863889,tx,360,6 min.,46728,,1995-06-11 00:00:00.000000,32.3475000,us
30,These objects were very close&#44 noiseless&#44 seamless in design&#44 uniform in color&#44 and unwavering in direction and motion.,san angelo,2001-11-20,-100.4366667,tx,30,00:00:30,46733,other,1997-06-11 21:20:00.000000,31.4636111,us
300,TEXAS MUFON REPORT:  A 50 ft. circular object&#44 with red &amp; green flashing lights around it&#44 was seen hovering just off Tx Hwy 44,freer,2000-07-11,-98.6175,tx,300,4-5 minutes,46743,circle,2000-06-11 03:00:00.000000,27.8825000,us
10,very bright star that faded quickly ((NUFORC Note:  Flare from Iridium satellite?  PD)),el paso,2004-06-18,-106.4863889,tx,10,5-10 sec,46763,light,2004-06-11 22:20:00.000000,31.7586111,us
30,Triangle Formation Spotted over Austin TX,austin,2006-07-16,-97.7427778,tx,30,30 seconds,46784,fireball,2006-06-11 02:29:00.000000,30.2669444,us
1500,Light in the sky changing colors&#44 moving very fast&#44 dancing in one spot,houston,2008-06-12,-95.3630556,tx,1500,25 minutes,46806,light,2008-06-11 22:40:00.000000,29.7630556,us
60,Black metallic sphere hovers over major highway,richardson,2012-07-04,-96.7294444,tx,60,less than one minute,46832,sphere,2011-06-11 15:00:00.000000,32.9480556,us
120,Cigar shaped object moving from West to East,wills point,2005-04-16,-96.0080556,tx,120,2 minutes,46871,cigar,1910-06-01 15:00:00.000000,32.7091667,us
180,I fulfilled my duty by passing on an unusual accourance,houston,2008-06-12,-95.3630556,tx,180,2-3 minutes,46897,disk,1954-06-01 00:00:00.000000,29.7630556,us
7,The UFO did not make any sounds.  The craft&#39s disappearance from the sky was like a blurr.,el paso,2002-07-26,-106.4863889,tx,7,5 to 7 seconds,46912,disk,1957-06-01 10:00:00.000000,31.7586111,us
300,tryangle over tx,irving,2008-01-21,-96.9486111,tx,300,5minutes,46915,light,1957-06-01 22:00:00.000000,32.8138889,us
1800,tryangle over tx,union bower are irving,2007-11-28,-96.948894,tx,1800,30 minutes,46916,formation,1957-06-01 00:00:00.000000,32.814018,
5400,Round lights&#44blMulticolored lights moving in circles on and around reswidence,timpson,2000-12-20,-94.395,tx,5400,1hour 30 min,46920,light,1958-06-01 22:00:00.000000,31.9036111,us
30,Object was cigar shaped&#44lights along side and exremely fast.,gonzales,2001-08-05,-97.4522222,tx,30,30 sec.,46949,cigar,1963-06-01 08:30:00.000000,29.5013889,us
300,Cigar shaped UFO over north Houston&#44&#44  before the building of IAH.,houston,2007-11-28,-95.3630556,tx,300,5 minutes,46951,cigar,1963-06-01 12:00:00.000000,29.7630556,us
600,Light beam travel across roof-tops...1964.,haltom city,2007-02-01,-97.2688889,tx,600,10 minutes,46961,light,1964-06-01 04:30:00.000000,32.7994444,us
600,Summer 1966 (or 1968):  Small saucer seen by 3 youth to land and take off in dry creek bed near Coyanosa&#44 Texas.,coyanosa,2001-08-05,-103.0641667,tx,600,10 minutes,46989,disk,1966-06-01 15:00:00.000000,31.2427778,us
10,Silvery&#44 football-shaped object rotates then accelerates upward until out of sight.,odessa,2001-08-05,-102.3672222,tx,10,10 seconds,46990,other,1966-06-01 15:00:00.000000,31.8455556,us
120,was returning to Houston from Port Arthur...near Winnie....clear night....cloudless sky....emerged from car....studied sky....a,winnie (near),2004-02-12,-94.3838889,tx,120,2 minutes,47033,fireball,1968-06-01 21:00:00.000000,29.8200000,us
180,Large lemon shaped object crossed highway 35 .Car died&#44 then object exploded about 1\2 mile away extremely bright white light no noise,kyle,1998-11-01,-97.8769444,tx,180,3 minutes,47041,oval,1969-06-01 12:00:00.000000,29.9888889,us
360,White Lights Following Vehicle Along HWY 77.,hwy 77 (along king ranch),2013-04-12,-94.395153,tx,360,6 minutes,47049,unknown,1969-06-01 21:00:00.000000,33.188251,
14400,bright orange glowing saucer shaped object that followed our car,holliday,2007-06-12,-98.6947222,tx,14400,2 to 4 hours,47072,disk,1971-06-01 01:00:00.000000,33.8161111,us
300,lights traveling across the sky at high speed&#44 one stopped and became brighter,austin,2001-01-03,-97.7427778,tx,300,5 minutew,47086,light,1972-06-01 18:00:00.000000,30.2669444,us
300,it was a orange sphere about the size of a vw bug,farmers branch,2006-12-07,-96.8958333,tx,300,five min,47087,sphere,1972-06-01 18:00:00.000000,32.9263889,us
240,My sighting was along time ago and some details are hard to remember.One summer nite i was takeing my sister to pick up some clothes fr,texas city,1998-06-02,-94.9025,tx,240,3 /4 min.,47093,light,1972-06-01 22:00:00.000000,29.3836111,us
900,Played with by a UFO,austin,2007-10-08,-97.7427778,tx,900,10-15 minutes,47110,sphere,1973-06-01 21:00:00.000000,30.2669444,us
900,Very large glowing object and then some smaller ones,ore city,2012-04-18,-94.7205556,tx,900,15 minutes,47124,circle,1974-06-01 10:00:00.000000,32.8000000,us
5,I&#39m an amateur astronomer - a neighbor &amp; I were out in the back yard with my 6 inch reflector - we both saw it (not thru the scope) - i,carthage,2005-05-11,-94.3372222,tx,5,5 seconds,47161,unknown,1975-06-01 21:00:00.000000,32.1572222,us
600,A  HUGE UFO&#33,robstown,2003-05-09,-97.6686111,tx,600,10 mins,47164,oval,1975-06-01 21:30:00.000000,27.7900000,us
1800,Sighting of Summer 1975 in Longview&#44 Texas,longview,2002-03-19,-94.7402778,tx,1800,30 minutes,47170,disk,1975-06-01 23:00:00.000000,32.5005556,us
4,I saw a hazy blue ball of light about four feet in diameter just off the ground.,waco,2009-01-10,-97.1463889,tx,4,4 seconds,47209,sphere,1976-06-01 23:00:00.000000,31.5491667,us
600,the object just stood there quietly just starring at use it filled the sky .,san antonio,2010-08-24,-98.4933333,tx,600,10 mins.,47220,oval,1977-06-01 21:00:00.000000,29.4238889,us
15,Blinding white light over my pickup then suddenly I&#39m outside of my truck looking in an empty sky.,grand saline,2013-04-12,-95.7091667,tx,15,15 seconds,47232,light,1978-06-01 00:30:00.000000,32.6733333,us
60,egg shaped metalic object viewed over Katy&#44 Tx in 1978,katy,2008-02-14,-95.8241667,tx,60,1 minute,47238,egg,1978-06-01 13:00:00.000000,29.7855556,us
30,UFO seen over Texas skys in the late &#3970s,victoria,2002-06-12,-97.0033333,tx,30,30 seconds,47257,oval,1978-06-01 22:00:00.000000,28.8050000,us
1800,Spinning circular black UFO with changing lights.,laredo,2003-08-28,-99.5072222,tx,1800,30 min,47263,circle,1979-06-01 16:00:00.000000,27.5061111,us
600,I was in house&#44 heard noise like far away train&#44as sound got louder&#44 could fell vibration in air. Went outside looked up and a low flyi,overton,2000-01-22,-94.9783333,tx,600,10 min,47286,other,1980-06-01 00:00:00.000000,32.2744444,us
